siret,siren,nom_établissement,nom_entreprise,sigle,siège,effectif,effectifs,date_des_effectifs,chiffre_daffaires,code_naf,libellé_naf,catégorie_naf,date_création,date_fermeture,état_administratif,forme_juridique,microentreprise,taille_dentreprise,ess,subventions,procédure_collective,zonages,local_occupé,diffusible,numéro,voie,code_postal,commune,activités_réelles_et_filières,zones_géographiques,mots-clés,commentaires,effectifs.1
29380018100027,293800181,,ASA ASS SYND EAUX BREDUIRES ET DU CHATELARD,ASA,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,42.99Z,Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil n.c.a.,1996-12-25,,Actif,Etablissement public administratif,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,36,AVENUE GENERAL DE GAULLE,38120,Saint-Égrève,,,,,
82955939200032,829559392,,ASAP,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.21A,Travaux d'installation électrique dans tous locaux,Installation électrique,2024-01-08,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,89,RUE GENERAL MANGIN,38100,Grenoble,,,,,
78956850800012,789568508,,ASAP GESTION,,oui,3,3 à 5 salarié(e)s,2025.0,Entre 500 001 € et 1 M€,62.02A,Conseil en systèmes et logiciels informatiques,Conseil informatique,2012-10-31,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,24,BOULEVARD GAMBETTA,38000,Grenoble,,,,,
42981402300025,429814023,,ASC ALPINE SKATE CULTURE,ASC,oui,2,2 salariés,2025.0,Données indisponibles,93.11Z,Gestion d'installations sportives,Gestion d'installations sportives,2003-06-30,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,2,RUE GUSTAVE FLAUBERT,38100,Grenoble,,,,,1 ou 2 salarié(e)s
77559577000014,775595770,,ASCEA ASS SPORTIVE CIAT ENERGIE ATOMIQUE,ASCEA,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1900-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,17,AVENUE DES MARTYRS,38000,Grenoble,,,,,
93209301600016,932093016,,ASCLEPIOS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,66.19A,Supports juridiques de gestion de patrimoine mobilier,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",2024-09-01,,Actif,Société civile,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,48,AVENUE DE GRUGLIASCO,38130,Échirolles,,,,,
83106383900011,831063839,,ASCO DISTRIBUTION,,oui,5,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,47.19B,Autres commerces de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,2017-07-20,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,47,RUE DES EAUX CLAIRES,38100,Grenoble,,,,,
90821676500010,908216765,,ASCU,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2021-11-30,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,4,RUE DE CHAMROUSSE 1ER ETAGE ASCU,38100,Grenoble,,,,,
39768378000035,397683780,ALPES SERVICES DEPANNAGES,ASD ALPES SERVICES DEPANNAGES,ASD,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 0 et 5 000 €,95.22Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,2023-06-05,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE GUY MOCQUET,38600,Fontaine,,,,,
50918070900891,509180709,,ASDIA,,non,6,6 à 9 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,77.29Z,Location et location-bail d'autres biens personnels et domestiques,Location et location-bail d'autres biens personnels et domestiques,2024-10-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,36B,AVENUE DE GRUGLIASCO IMMEUBLE L'EPURE 1ER ETAGE,38130,Échirolles,,,,,
38385736400046,383857364,,ASERCAO,,non,10,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,2015-12-01,,Actif,Société par actions simplifiée,non,PME,non,,oui,Sud Isère (Territoire d'industrie),,oui,296,ROUTE DES BEALIERES ACTIPOLE,38113,Veurey-Voroize,,,,,
42513971400017,425139714,,ASF GYM ASS SPORTIVE FONTAINE GYMNASTIQUE,ASF GYM,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1998-12-28,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,PARC KARL MARX MAISON SPORTIFS CHATEAU,38600,Fontaine,,,,,
42923841300026,429238413,,ASF NATATION AS FONTAINE NATATION,ASF NATATION,non,2,2 salariés,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1999-02-18,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,76,ALLEE DES BALMES,38600,Fontaine,,,,,1 ou 2 salarié(e)s
84891400800018,848914008,ASF PROPRETE,ASF PROPRETE,,oui,37-39,20 à 49 salarié(e)s,2025.0,Données indisponibles,81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,Autres activités de nettoyage des bâtiments et nettoyage industriel,2019-02-20,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,10,ALLEE DES PEUPLIERS,38640,Claix,,,,,
93234953300012,932349533,,ASHIRWAD,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,56.10A,Restauration traditionnelle,Restaurants et services de restauration mobile,2024-09-01,,Actif,Société par actions simplifiée,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,59,COURS JEAN JAURES,38000,Grenoble,,,,,
90493744800028,904937448,ASIAN FUSION,ASIAN FUSION,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 32 601 € et 100 000 €,56.10C,Restauration de type rapide,Restaurants et services de restauration mobile,2022-04-12,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,21,PLACE GEORGES BRASSENS,38320,Poisat,,,,,
44002633400027,440026334,AXE,ASL ASLRA,ASL,oui,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux,2013-12-31,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,24,BOULEVARD GAMBETTA,38000,Grenoble,,,,,
85151813400016,851518134,,ASM,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,Autres travaux de construction spécialisés n.c.a.,2019-06-07,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,16,CHEMIN DES GOURGY,38450,Notre-Dame-de-Commiers,,,,,
81128527900014,811285279,L'ASSIETTE BAVARDE,ASMB,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,56.10A,Restauration traditionnelle,Restaurants et services de restauration mobile,2015-05-05,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,37,RUE AMPERE,38000,Grenoble,,,,,
83294927500032,832949275,ASN,ASN,,oui,19-21,20 à 49 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,Autres activités de nettoyage des bâtiments et nettoyage industriel,2024-03-20,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,4,RUE DES TROPIQUES,38130,Échirolles,,,,,
5550313000035,55503130,,ASP APPAREILS SCIENTIFIQUES PRECISION,ASP,oui,25-27,20 à 49 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,27.12Z,Fabrication de matériel de distribution et de commande électrique,Fabrication de matériel de distribution et de commande électrique,2003-01-06,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,2,ALLEE DES BAUCHES ZA LES BAUCHES,38640,Claix,,,,,
50418667700036,504186677,,ASP ENVIRONNEMENT,,oui,19-21,10 à 19 salarié(e)s,2025.0,Entre 0 et 5 000 €,46.44Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","Commerce de gros de vaisselle, verrerie et produits d'entretien",2012-09-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,24,RUE DES PLATANES ZA VENCE ECOPARC,38120,Saint-Égrève,,,,,
50537584000012,505375840,,ASPHODELES,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,86.23Z,Pratique dentaire,Pratique dentaire,2008-07-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,6,RUE FELIX POULAT,38000,Grenoble,,,,,
43992877100021,439928771,,ASPIRATEUR SERVICE,,oui,4,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,46.69C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,Commerce de gros d'autres machines et équipements,2004-11-20,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,5,RUE DES ESSARTS,38610,Gières,,,,,
80002154500044,800021545,,ASPIRTEC RHONE-ALPES,,non,7,6 à 9 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,43.12A,Travaux de terrassement courants et travaux préparatoires,Travaux de préparation des sites,2020-08-31,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,124,ROUTE DU RUISSET ACTIPOLE,38360,Noyarey,,,,,
42536251400019,425362514,,ASS  CONGREGATION N D DE LA SALETTE,,oui,76-80,50 à 99 salarié(e)s,2025.0,Données indisponibles,94.91Z,Activités des organisations religieuses,Activités des organisations religieuses,1991-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,GRAND’RUE,38610,Gières,,,,,
42536368600014,425363686,,ASS  DAUPHINOISE POUR LA PROMO HUMAINE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1997-01-22,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,28,RUE GAY LUSSAC CENTRE CULTUREL VEYMOND,38100,Grenoble,,,,,
42843526700383,428435267,,ASS  F.A.D.S.E.P.L.,,non,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2019-09-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,7,RUE SERGENT BOBILLOT,38000,Grenoble,,,,,
42537402200019,425374022,,ASS  TRAVAILLEURS TURCS DE GRENOBLE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,93.29Z,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,1993-05-01,,Actif,Association loi 1901 ou assimilé,non,,oui,,non,Sud Isère (Territoire d'industrie),,oui,99,RUE GENERAL MANGIN,38100,Grenoble,,,,,
39234704300045,392347043,,ASS BARBARIN ET FOURCHU,,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,2013-09-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,17,RUE DES ARTS ET METIERS,38000,Grenoble,,,,,
77955996200013,779559962,,ASS CAESUG,,oui,2,2 salariés,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,1972-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,25,AVENUE DES MARTYRS,38000,Grenoble,,,,,1 ou 2 salarié(e)s
32598538000022,325985380,,ASS CENT PLANIFI EDUCAT FAMILL,,oui,2,2 salariés,2025.0,Données indisponibles,86.21Z,Activité des médecins généralistes,Activité des médecins généralistes,1991-05-17,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE DES AIGUINARDS,38240,Meylan,,,,,1 ou 2 salarié(e)s
43140981200010,431409812,,ASS CREARC,,oui,6,6 à 9 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,1977-10-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE PIERRE DUCLOT,38000,Grenoble,,,,,
34831778500023,348317785,,ASS DES MAIRES ET ADJOINTS DE L ISERE,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2004-12-21,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,PLACE PASTEUR,38000,Grenoble,,,,,
39970418800024,399704188,,ASS EDUC POPUL ECOLE ST PIERRE JULIEN E,,non,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,85.20Z,Enseignement primaire,Enseignement primaire,1994-10-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,22,CHEMIN DU BACHAIS,38240,Meylan,,,,,
44232113900044,442321139,,ASS EPIDERME,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,2021-07-07,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,21,RUE BOUCHER DE PERTHES,38000,Grenoble,,,,,
39428861700035,394288617,,ASS EUROPEENNE POUR COMMUNICATION PARLEE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,85.59B,Autres enseignements,Enseignements divers,2018-08-27,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,11,RUE DES MATHEMATIQUES GIPSA LAB,38400,Saint-Martin-d'Hères,,,,,
39032205500372,390322055,,ASS FONDATION ETUDIANTE POUR LA VILLE,,non,13,10 à 19 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2019-01-01,,Actif,Association loi 1901 ou assimilé,non,ETI,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE VICTOR LASTELLA,38000,Grenoble,,,,,
39503238600074,395032386,,ASS INTERMEDIAIRE LA FOURMI,,oui,101-110,100 à 199 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2004-07-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,24,AVENUE DE RIVALTA,38450,Vif,,,,,
35275641500027,352756415,,ASS LA MARELLE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,88.99A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,Autre action sociale sans hébergement n.c.a.,2015-03-11,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Teisseire Abbaye Jouhaux Malherbe (QPV) ; Teisseire Abbaye Jouhaux Châtelet (QPV 2015) ; Sud Isère (Territoire d'industrie),,oui,21,RUE CHARLES RIVAIL,38100,Grenoble,,,,,
35337526400044,353375264,,ASS LA REMISE,,oui,51-55,50 à 99 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,1994-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,35,RUE GENERAL FERRIE,38100,Grenoble,,,Economie circulaire,,
38169743200023,381697432,,ASS LES PETITS MALINS DE VEUREY,,oui,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1991-12-02,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,MAIRIE,38113,Veurey-Voroize,,,,,
34408915600014,344089156,,ASS LOISIRS ENFANCE JEUNESSE DE SEYSSINS,,oui,10,10 à 19 salarié(e)s,2025.0,Données indisponibles,93.29Z,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,1988-01-06,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE JOSEPH MOUTIN,38180,Seyssins,,,,,
33304681100019,333046811,,ASS MAISON ARCHITECTURE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,71.11Z,Activités d'architecture,Activités d'architecture,1985-02-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,4,PLACE DE BERULLE,38000,Grenoble,,,,,
40779809900039,407798099,,ASS MINI CONSERVATOIRE DES ALPES,,oui,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,2008-03-04,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE SERGENT BOBILLOT ECOLE MATERNELLE MARCEAU,38000,Grenoble,,,,,
32507910100029,325079101,,ASS MJC ABBAYE CHATELET,,oui,11,10 à 19 salarié(e)s,2025.0,Données indisponibles,88.99A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,Autre action sociale sans hébergement n.c.a.,1982-08-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - DA00264599 - Séjour ''Ski et montagne dans le Vercors'' 2024 - 1500 €

P147 - 2024 - DA00260654 - Projet résidence culturelle enfants-jeunes-familles-artistes sur l’Abbaye en - 5000 €

P147 - 2024 - DA00259376 - Projet ""Graines de Cyclo"" - 3000 €

P147 - 2023 - DA00223542 - VVV – Séjour nautique à la mer, Villeneuve Loubet (06) - 1500 €

P147 - 2023 - Quartier d’été 2023 - Sportez vous bien 2023: découverte du sport à travers le jeu. - 2000 €

P147 - 2023 - DA00190278 - Projet ""Graines de Cyclo"" - 4000 €

P147 - 2023 - DA00215622 - Ville Vie Vacances – Séjour ''Ski et montagne dans le Vercors'' - 1500 €

P147 - 2022 - Quartiers d’été 2022 – Quartier d'été 2022. Sportez-vous bien! : découverte du sport à tra - 2000 €

P147 - 2022 - VVV - Séjour « A la découverte de la Corse » - 1500 €

P147 - 2022 - VVV – Séjour « Découverte culturelle à Paris » - 1500 €

P147 - 2022 - Projet ""Graines de Cyclo"" - 5000 €

P147 - 2021 - Séjour découverte culturelle à Paris - 2100 €

P147 - 2021 - Programme d'actions ""Promotion de l'équilibre alimentaire et de l'activité physique"" - 3000 €

P147 - 2021 - QE2021 - Sportez-vous bien ! : découverte du sport à travers le jeu - 2500 €

P147 - 2021 - Séjour « découverte du patrimoine, du littoral » - 2500 €

P147 - 2021 - L'ATE- LIEN: scolarité et culture - 1500 €

P147 - 2020 - Programme d'actions ""Promotion de l'équilibre alimentaire et de l'activité physique"" - 3000 €

P147 - 2020 - Séjour découverte de l’océan - 1750 €

P147 - 2020 - Mini séjours découverte du Vercors - 1000 €",non,Sud Isère (Territoire d'industrie),,oui,,PLACE DE LA COMMUNE DE 1871,38100,Grenoble,,,,,
77955999600037,779559996,,ASS RECHERCHES ET RENCONTRES,,oui,6,6 à 9 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1993-06-25,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,PLACE DE L'ETOILE,38000,Grenoble,,,,,
52865297700034,528652977,,ASS REGIONALE DE CARDIOLOGIE DES ALPES,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2021-04-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,AVENUE DES MAQUIS DU GRESIVAUDAN C.H.U.G.A. SERVICE CARDIOLOGIE,38700,La Tronche,,,,,
43318419900043,433184199,,ASS SOLEIL ROUGE,,oui,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,2024-06-11,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,BOULEVARD DE LA CHANTOURNE HOPITAL MICHALLON,38700,La Tronche,,,,,
39867116400018,398671164,,ASS SOLIDARITE ALGERIENS ISERE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1994-10-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,37,RUE HUMBERT II,38000,Grenoble,,,,,
42115680300064,421156803,,ASS SPORT DANS LA VILLE,,non,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2024-10-12,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,6,RUE ROLAND GARROS,38320,Eybens,,,Acteurs création d'activités,,
77955552300017,779555523,,ASS SPORTIVE AVIRON GRENOBLOIS,,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1900-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,39,QUAI JONGKIND,38000,Grenoble,,,,,
39434540900012,394345409,,ASS TENNIS CLUB,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1993-10-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,5,RUE DU DOYEN GOSSE,38700,La Tronche,,,,,
35235546500035,352355465,,ASS TERRITOIRES,,oui,28-30,20 à 49 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2011-06-14,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,17,AVENUE SALVADOR ALLENDE,38130,Échirolles,,,,,
33983313900019,339833139,,ASS TRAVAIL ET PARTAGE INTERMEDIAIRE,,oui,22-24,20 à 49 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,1986-10-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,10,RUE SERGENT BOBILLOT,38000,Grenoble,,,,,
31659072800010,316590728,,ASSA SELARL D'ARCHITECTURE ASSA,ASSA,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,71.11Z,Activités d'architecture,Activités d'architecture,1979-01-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,3,RUE DE LA LIBERTE,38000,Grenoble,,,,,
91273864800019,912738648,,ASSAE INVEST,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 100 001 € et 250 000 €,64.20Z,Activités des sociétés holding,Activités des sociétés holding,2022-03-01,,Actif,Société à responsabilité limitée (SARL),non,,non,,non,Sud Isère (Territoire d'industrie),,oui,20,AVENUE DE LA FALAISE,38360,Sassenage,,,,,
43758790000048,437587900,,ASSIA BENKHEBBAB (MADOUI),,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,86.22C,Autres activités des médecins spécialistes,Activité des médecins spécialistes,2014-10-01,,Actif,Entrepreneur individuel,non,PME,non,,non,Villeneuve - Village Olympique (QPV) ; Villeneuve - Village Olympique (QPV 2015) ; Sud Isère (Territoire d'industrie),,oui,34T,AVENUE MARIE REYNOARD,38100,Grenoble,,,,,
83913073900049,839130739,,ASSIST'M COOPERATION & SERVICES AURA,,non,46-50,20 à 49 salarié(e)s,2025.0,Données indisponibles,78.20Z,Activités des agences de travail temporaire,Activités des agences de travail temporaire,2021-02-09,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,7,COURS JEAN JAURES,38000,Grenoble,,,,,
41394068500014,413940685,,ASSO GESTION ANIMATION CSC A MALRAUX,,oui,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1997-07-23,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,1,MONTEE DES CLARES,38560,Jarrie,,,,,
77955238900032,779552389,,ASSOC DES CENTRES DE LOISIRS DE GRENOBLE,,oui,37-39,20 à 49 salarié(e)s,2025.0,Données indisponibles,93.29Z,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,2007-05-11,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,11,AVENUE JEAN PERROT VILLA ARTHAUD,38100,Grenoble,,,,,
30531976600039,305319766,,ASSOC FAMILLES DE LA TRONCHE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1996-12-14,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,5,RUE DU DOYEN GOSSE,38700,La Tronche,,,,,
33441372100104,334413721,,ASSOC GRENOBLE SOLIDARITE,,non,31-33,20 à 49 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2012-07-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,2,RUE HIPPOLYTE MULLER,38100,Grenoble,,,,,
33441372100112,334413721,,ASSOC GRENOBLE SOLIDARITE,,non,34-36,20 à 49 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2023-08-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,435,AVENUE DES JEUX OLYMPIQUES,38100,Grenoble,,,,,
33428353800018,334283538,,ASSOC LOU P TIOTS,,oui,9,6 à 9 salarié(e)s,2025.0,Données indisponibles,88.91A,Accueil de jeunes enfants,Action sociale sans hébergement pour jeunes enfants,1985-09-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,MAIRIE,38950,Quaix-en-Chartreuse,,,,,
